ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032868	response to insulin	59/2449	210/12472	0.00181322644376811	0.0120045004113992	0.00806402704417329	PTPN2/SOCS1/EPM2AIP1/RELA/INSIG2/CPEB2/SNX5/BAIAP2/CFLAR/SOCS3/KANK1/RAB13/PTPN1/PRKDC/SLC39A14/EEF2K/EPRS1/IL10/ADM/SESN3/ERFE/ZBED3/FBP1/LYN/GCLC/RETN/ZDHHC7/SRD5A1/MYO1C/SESN2/PCK2/SORT1/INSIG1/CTSK/HADH/TLR2/CAT/SLC27A1/GRB10/FUT7/PDK2/GPT2/SLC2A8/IRS1/ACVR1C/UCP2/FFAR3/KCNQ1/ALPL/SORBS1/COL1A1/KHK/PPARG/TRIB3/HDAC9/CEACAM1/TRPV4/LEP/SORL1	59
GO:0050766	positive regulation of phagocytosis	21/2449	57/12472	0.00184177831821394	0.0121784749041406	0.00818089446608869	IL15/IL15RA/FPR2/FCER1G/CAMK1D/CLEC7A/TNF/PYCARD/FCN1/TREM2/IFNG/CD36/FCN2/CCL2/ITGA2/SLC11A1/STAP1/C2/PTX3/GATA2/IL2RB	21
GO:0021953	central nervous system neuron differentiation	32/2449	99/12472	0.00186015548590015	0.0122848246393109	0.00825233493517645	ADARB1/SCN1B/RAPGEF2/NRP2/CDK5/PALS1/B4GALT5/EPHB1/DLL4/IFT172/SUFU/OPHN1/FAIM2/PLXNA1/PRDM8/MDGA1/GLI3/TTLL1/EPHB2/CSF1R/HES1/SPTBN4/INHBA/DRAXIN/PLXNA4/B4GALT6/GATA2/EPHB3/DCLK2/LEP/ISL2/NR4A2	32
GO:0030323	respiratory tube development	38/2449	123/12472	0.00188004805615441	0.0123825400269517	0.00831797527851122	DNAAF1/CEBPA/ELK1/ACE/ERRFI1/PDGFRA/VEGFA/TGFBR2/FOSL2/FOXF1/MMP14/WNT5A/TAB1/HS6ST1/PDGFA/THRA/PDPN/ADA/TNF/MMP12/LTA4H/HEG1/LOXL3/DLG5/GLI3/HIPK2/THRB/EXT1/HES1/LIPA/CRISPLD2/ITGA3/MME/LIF/SLC7A11/GLI1/LAMA5/SMPD3	38
GO:1903900	regulation of viral life cycle	38/2449	123/12472	0.00188004805615441	0.0123825400269517	0.00831797527851122	ADARB1/DDB1/LAMP3/N4BP1/TRIM25/NECTIN2/TNIP1/HACD3/CIITA/GSN/CD4/ISG20/CD74/IFIT5/HLA-DRB1/PLSCR1/ZNFX1/CCL5/TNF/BCL2/APOBEC3F/LGALS9/RSAD2/IFITM1/TYRO3/IFIH1/APOBEC3G/EIF2AK2/FCN1/OASL/IFITM3/MX1/CH25H/CXCL8/ISG15/GBP7/PTX3/IFIT1	38
GO:0015908	fatty acid transport	25/2449	72/12472	0.00188419905189799	0.0123825400269517	0.00831797527851122	PTGES/ACE/P2RX4/EPRS1/PNPLA8/ERFE/ACSL1/FABP3/ACSL5/EDN1/PLA2R1/CRABP1/SLC27A1/SLC27A2/APOE/MFSD2A/SLCO4A1/CD36/PPARG/RBP7/LEP/SLCO2B1/NMB/THBS1/IL1A	25
GO:0072524	pyridine-containing compound metabolic process	25/2449	72/12472	0.00188419905189799	0.0123825400269517	0.00831797527851122	NOCT/IDO1/IDO2/CD38/RPE/PNPO/ME1/NMRK1/NNT/DCXR/PNP/RPEL1/TP53/PDXP/GPD1L/NAMPT/IDH2/NNMT/HAAO/AFMID/PARP10/NQO1/PARP9/ALPL/NMNAT2	25
GO:0062012	regulation of small molecule metabolic process	68/2449	249/12472	0.00190736669612919	0.0125194314025342	0.00840993210444991	PTPN2/HIF1A/DDB1/EPM2AIP1/INSIG2/DYRK2/STARD4/NR3C1/ME1/NR4A3/ADM/DDIT4/APOC2/LDLR/SLC2A6/CD74/CBFA2T3/ERFE/NLN/NFKB1/FBP1/PMAIP1/FABP3/HRH1/MIDN/SESN2/TP53/CYP27B1/INSIG1/PLEK/TNF/NNMT/CLYBL/SDHAF3/APOC1/TTC39B/MLXIPL/MTLN/BMP6/NR1D1/PDK2/IER3/C1QTNF1/CDA/P2RY1/TREM2/GPT2/APOE/IFNG/MFSD2A/IRS1/SNAI1/SORBS1/CH25H/ACACB/GCKR/P2RY6/DKK3/SEC14L2/PPARG/IGFBP3/IGFBP4/NUPR1/SLC7A11/TRIB3/CEACAM1/LEP/EPHX2	68
GO:0006874	intracellular calcium ion homeostasis	57/2449	202/12472	0.00192542948666748	0.0126225218244689	0.00847918312881462	MCOLN2/CCL15/CCL14/GRINA/CCR7/CCL23/PLCB4/CCL19/SLC8A3/CD40/CALM2/PLCB2/LYN/NOL3/WNT5A/TGM2/SLC24A3/RYR1/ADORA1/PML/CCL1/CCL5/EDN1/BCL2/KEL/ATP13A3/PLCB1/TRPM2/MTLN/PDE4D/TPCN1/DMD/GSTM2/CASQ1/CCL8/P2RY1/APOE/CCL3/CD19/CCR5/HCRTR1/ATP1B1/CCR2/CEMIP/P2RY6/SYPL2/SV2A/CDH23/ITGB3/HTR2B/FASLG/CCL13/ITPR3/TRPV4/JPH4/ANK2/CXCL10	57
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	12/2449	26/12472	0.00196593502508821	0.0128478982384491	0.00863057980799086	HIF1A/ITGA5/PTPN1/HHEX/NEDD4/FZD4/GRB10/VTN/ROBO1/ITGB3/EMILIN1/DLL1	12
GO:0034110	regulation of homotypic cell-cell adhesion	12/2449	26/12472	0.00196593502508821	0.0128478982384491	0.00863057980799086	RDX/LYN/PDPN/SERPINE2/PLAUR/CCL5/C1QTNF1/CD9/ZNF703/ANK3/EMILIN1/CEACAM1	12
GO:1901655	cellular response to ketone	26/2449	76/12472	0.00196700458467668	0.0128478982384491	0.00863057980799086	CFLAR/ELK1/PTGER4/ACOD1/ATP5F1A/ACE/NR3C1/GJB2/DDIT4/ADAM15/TRERF1/ASS1/XRN1/FBP1/SRD5A1/PCK2/FECH/ADCY6/GNG2/SMYD3/SERPINF1/SGK1/TFAP4/P2RY6/TNFSF4/GNAI1	26
GO:0045058	T cell selection	19/2449	50/12472	0.00197224188151118	0.0128664159773129	0.00864301910507752	PTPN2/IL15/CCR7/CTSL/BATF/SOCS3/CD4/CD74/IRF4/CD1D/BCL2/SPN/LOXL3/IL12B/GLI3/IL23A/TBX21/CARD11/LY9	19
GO:0002704	negative regulation of leukocyte mediated immunity	22/2449	61/12472	0.0019914685125551	0.0129445453316081	0.00869550252416113	CD80/BCL6/JAK3/SLAMF1/RABGEF1/IL7R/SERPINB9/FOXF1/MICA/LILRB1/CD84/LGALS9/SPN/HFE/CCR2/CX3CR1/CR1/TBX21/CEACAM1/KLRC1/CR2/CD96	22
GO:0050830	defense response to Gram-positive bacterium	22/2449	61/12472	0.0019914685125551	0.0129445453316081	0.00869550252416113	CASP4/IL27RA/RIPK2/TBK1/CARD9/IL7R/RNASE6/ACP5/LYZ/GBP2/TNF/GBP6/TLR2/PYCARD/CD36/MPEG1/EPHA2/FCN2/LTA/GBP4/IL18/GBP7	22
GO:0060760	positive regulation of response to cytokine stimulus	22/2449	61/12472	0.0019914685125551	0.0129445453316081	0.00869550252416113	HIF1A/CASP4/RIPK2/CASP1/TBK1/CD74/IRF7/WNT5A/NLRC5/USP27X/PARP14/EDN1/MMP12/TLR2/IFIH1/PARP9/RIGI/TREM2/IL7/ZBP1/LRRC70/CSF1	22
GO:0051495	positive regulation of cytoskeleton organization	45/2449	152/12472	0.00199644892067448	0.0129562771540319	0.00870338337967871	CRACD/CCR7/SYNPO2/PFN2/CLIP1/BAIAP2/NCK2/BMP10/TOGARAM1/HCK/CDC42EP2/CDC42EP4/SDC4/GSN/PDE4DIP/PAK1/BAIAP2L1/FES/PDXP/PLEK/FMN1/EDN1/SORBS3/LIMK1/EVL/PSRC1/MTSS1/SERPINF2/CTTN/PYCARD/FERMT2/CDC42EP3/SYNPO/WASF1/ARHGEF5/RHOC/SNX9/NAV3/NCKAP1/ALOX15/CDC42EP5/TRPV4/MET/SCIN/WASF3	45
GO:0070229	negative regulation of lymphocyte apoptotic process	15/2449	36/12472	0.00199811145056579	0.0129562771540319	0.00870338337967871	HIF1A/IDO1/BCL6/JAK3/IL7R/CD74/SLC39A10/GPAM/ADA/CCL5/PTCRA/BCL2/HSH2D/ARG2/PDCD1	15
GO:0002269	leukocyte activation involved in inflammatory response	17/2449	43/12472	0.00203966497744115	0.0131778596129973	0.0088522314683434	CLU/TRAF3IP2/LDLR/ITGB2/TNF/TLR2/TAFA3/SPHK1/NR1D1/AIF1/ITGAM/TREM2/IFNG/CCL3/C1QA/CX3CR1/STAP1	17
GO:0042310	vasoconstriction	17/2449	43/12472	0.00203966497744115	0.0131778596129973	0.0088522314683434	ECE1/CD38/ACE/ADM/ACTA2/CHRM3/HRH1/CYSLTR1/DOCK4/EDN1/KEL/TRPM4/HRH2/EDNRB/HTR2B/LEP/MMP2	17
GO:0071622	regulation of granulocyte chemotaxis	17/2449	43/12472	0.00203966497744115	0.0131778596129973	0.0088522314683434	CCR7/CCL19/SLAMF1/CD74/DPP4/CAMK1D/MDK/TNFAIP6/CCL5/EDN1/RIPOR2/CSF1R/CXCL8/IL23A/TRPV4/THBS1/CSF1	17
GO:0050817	coagulation	49/2449	169/12472	0.00210338565745768	0.0135192445063494	0.00908155688115687	VAV2/ENPP4/SERPINA1/PDGFRA/CD40/PLAT/FZD6/FCER1G/ADTRP/ST3GAL4/LYN/PDGFA/PROCR/PLSCR1/PDPN/F2RL2/SERPINE2/TSPAN32/PLEK/STXBP1/ADORA2A/PLAUR/EDN1/RAP2B/VWF/F5/SERPINF2/TYRO3/F13A1/VCL/PROC/C1QTNF1/VTN/P2RY1/APOE/EPHB2/CD36/CD9/ITGA2/TREML1/ITGB3/THBD/SLC7A11/EMILIN1/SERPINE1/CEACAM1/TFPI/THBS1/SEMG2	49
GO:0043117	positive regulation of vascular permeability	8/2449	14/12472	0.00210512507809848	0.0135192445063494	0.00908155688115687	VEGFA/BMP6/PTP4A3/TJP2/APOE/PDE2A/TJP1/TRPV4	8
GO:0060749	mammary gland alveolus development	8/2449	14/12472	0.00210512507809848	0.0135192445063494	0.00908155688115687	HIF1A/SOCS2/VEGFA/FOXF1/TGFA/ID2/DDR1/AREG	8
GO:0061377	mammary gland lobule development	8/2449	14/12472	0.00210512507809848	0.0135192445063494	0.00908155688115687	HIF1A/SOCS2/VEGFA/FOXF1/TGFA/ID2/DDR1/AREG	8
GO:0072012	glomerulus vasculature development	8/2449	14/12472	0.00210512507809848	0.0135192445063494	0.00908155688115687	CFLAR/PDGFRA/ACTA2/NOTCH3/PECAM1/HES1/ITGB3/PDGFRB	8
GO:0002418	immune response to tumor cell	11/2449	23/12472	0.00212188845761016	0.0135780580393787	0.00912106489104133	CD274/NECTIN2/ADAM15/PVR/MICA/HLA-DRB1/NKG7/IL12B/CD226/PRF1/CEACAM1	11
GO:0048841	regulation of axon extension involved in axon guidance	11/2449	23/12472	0.00212188845761016	0.0135780580393787	0.00912106489104133	SEMA4B/SEMA3C/SEMA4D/VEGFA/WNT5A/SEMA4C/SEMA3A/SEMA3B/SEMA6B/SEMA6A/PLXNA4	11
GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	11/2449	23/12472	0.00212188845761016	0.0135780580393787	0.00912106489104133	CALM2/NOL3/RYR1/PDE4D/DMD/GSTM2/CASQ1/CCL3/CCR5/FASLG/ANK2	11
GO:0044706	multi-multicellular organism process	41/2449	136/12472	0.00213288375355636	0.01363213052989	0.00915738810407691	IDO1/B4GALT1/ITGA5/CD38/ACOD1/ACE/VEGFA/GJB2/ADM/ACVR1B/NDP/APOL2/SERPINE2/CYP27B1/DDR1/ARHGDIB/ACSL4/FOSL1/EDN1/BCL2/LGALS9/TEAD3/FUT7/LOC102724560/CBS/HFE/ACVR1C/HSPG2/SLC19A1/UCP2/MAFF/IGFBP7/ITGA2/PZP/ITGA3/ITGB3/THBD/LIF/LEP/CRHBP/MMP2	41
GO:0044703	multi-organism reproductive process	40/2449	132/12472	0.00216102654153639	0.0137955401149808	0.00926715854585206	IDO1/ITGA5/CD38/ACOD1/ACE/VEGFA/GJB2/ADM/ACVR1B/NDP/APOL2/SERPINE2/CYP27B1/DDR1/ARHGDIB/ACSL4/FOSL1/EDN1/BCL2/LGALS9/TEAD3/FUT7/LOC102724560/CBS/HFE/ACVR1C/HSPG2/SLC19A1/UCP2/MAFF/IGFBP7/ITGA2/PZP/ITGA3/ITGB3/THBD/LIF/LEP/CRHBP/MMP2	40
GO:1903532	positive regulation of secretion by cell	57/2449	203/12472	0.00217561516512121	0.0138462614237409	0.00930123060145952	HIF1A/ACHE/TMEM132A/PTGES/CD38/ABAT/MYH10/CDK5/P2RX4/PFKFB2/SDC4/ITGB2/CHRM3/RETN/ZP3/HLA-DRB1/PCK2/TM7SF3/VAMP8/F2RL2/STXBP1/ADORA2A/ACSL4/EDN1/TLR2/PLCB1/FFAR2/BMP6/ADAM8/APBB1/C1QTNF1/FRMD4A/HFE/TRPM4/ITGAM/P2RY1/TREM2/HCAR2/IFNG/SLC4A8/ADORA2B/NKX3-1/KCNN4/STX1A/INHBA/SCAMP5/FFAR1/SYT1/PPARG/RAB15/GATA2/FFAR4/LEP/NMB/SMPD3/IL1A/TTN	57
GO:0045576	mast cell activation	20/2449	54/12472	0.00217742438610185	0.0138462614237409	0.00930123060145952	NDRG1/LCP2/RASGRP1/NECTIN2/RABGEF1/NR4A3/FOXF1/LYN/RHOH/FES/PLSCR1/VAMP8/STXBP1/CD84/LGALS9/CD226/ADORA2B/LAT/GATA2/S100A12	20
GO:0048864	stem cell development	20/2449	54/12472	0.00217742438610185	0.0138462614237409	0.00930123060145952	HIF1A/JAG1/SEMA4B/NRP2/SEMA3C/SEMA4D/OVOL2/EDN1/BCL2/SEMA4C/SEMA3A/HES1/SEMA3B/KBTBD8/EDNRB/SEMA6B/SEMA6A/HTR2B/SOX8/LAMA5	20
GO:0006022	aminoglycan metabolic process	30/2449	92/12472	0.00218189780463729	0.0138462614237409	0.00930123060145952	NDST2/CHI3L2/DSE/PXYLP1/ST3GAL3/GUSB/B4GALT5/FUCA1/CHST2/CD44/ST3GAL4/NFKB1/CEMIP2/CHST15/HS3ST3B1/CHST13/TNFAIP6/CHST3/EXT1/B3GNT7/CHPF/EDNRB/HS3ST3A1/CHIT1/ITIH3/CEMIP/HS3ST2/ITIH1/HAS1/SMPD3	30
GO:0048592	eye morphogenesis	30/2449	92/12472	0.00218189780463729	0.0138462614237409	0.00930123060145952	HIF1A/JAG1/TDRD7/VEGFA/COL8A2/FJX1/EPHB1/IFT172/RDH13/NDP/WNT5A/ZHX2/LCTL/BCL2/CABP4/GLI3/HIPK2/THRB/MFSD2A/EPHB2/NECTIN3/EPHA2/SDK1/FASLG/SOX8/LRP5/ZEB1/DLL1/FBN1/GDF11	30
GO:0050803	regulation of synapse structure or activity	47/2449	161/12472	0.00220372541008335	0.0139682287531437	0.0093831621945374	BAIAP2/PPT1/NRP2/SEMA4D/CDK5/EEF2K/EPHB1/IL10/FLRT2/ABHD17C/WNT5A/NTN1/AGRN/AMIGO2/CAMK1/LRP8/TNF/ARHGAP22/NEDD4/SRGN/IL1RAP/TLR2/LILRB2/ABI3/MDGA1/PTPRO/DLG5/TANC1/NRCAM/ADGRB1/CTTNBP2/TREM2/APOE/EPHB2/LRRN3/NEDD9/CLSTN3/NTNG2/LRFN4/FARP1/ITPKA/PTPN13/EPHB3/SLC7A11/LRP4/DBN1/SLITRK4	47
GO:1990845	adaptive thermogenesis	38/2449	124/12472	0.00220739426631907	0.0139689910473733	0.00938367426593332	IL15/PLAC8/ACHE/CKB/GADD45G/PGAM5/PPARGC1B/VEGFA/ACSL1/IRF4/G0S2/PEMT/THRA/IGF2BP2/ALDH1A1/HADH/GATM/PLCL1/PDGFC/ADISSP/NR1D1/GRB10/ACOT11/CD36/ELOVL6/UCP2/LIPA/CCR2/ALPL/IL18/FFAR4/SLC25A4/TRPV4/LEP/SORL1/LCN2/IL18R1/LGR4	38
GO:0007565	female pregnancy	37/2449	120/12472	0.00222468613327721	0.0139689910473733	0.00938367426593332	IDO1/ITGA5/CD38/ACOD1/ACE/VEGFA/GJB2/ADM/ACVR1B/NDP/APOL2/CYP27B1/DDR1/ARHGDIB/ACSL4/FOSL1/BCL2/LGALS9/TEAD3/FUT7/LOC102724560/CBS/HFE/ACVR1C/HSPG2/SLC19A1/UCP2/IGFBP7/ITGA2/PZP/ITGA3/ITGB3/THBD/LIF/LEP/CRHBP/MMP2	37
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	NDST2/ATP6AP2/ECE1/ACE/RPS6KA2/EDN1/SERPINF2/PDE4D/EDNRB/SUCNR1	10
GO:0007431	salivary gland development	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	TWSG1/SEMA3C/TGM2/PDGFA/TNF/PLXNA1/HGF/TFCP2L1/NKX3-1/LAMA5	10
GO:0009164	nucleoside catabolic process	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	ENPP4/UPP1/NUDT1/PNP/ADA/APOBEC3F/ADA2/UPB1/APOBEC3G/CDA	10
GO:0009435	NAD biosynthetic process	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	IDO1/IDO2/NMRK1/NAMPT/NNMT/HAAO/AFMID/PARP10/PARP9/NMNAT2	10
GO:0034383	low-density lipoprotein particle clearance	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	LDLR/SOAT1/EHD1/SCARB1/TREM2/CES3/CD36/LIPA/DGAT2/IL19	10
GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	FLOT1/EHD1/CAMK1/ADGRB1/RIPOR2/TREM2/EHD2/OCSTAMP/DCSTAMP/NFATC2	10
GO:0072576	liver morphogenesis	10/2449	20/12472	0.00222731858746393	0.0139689910473733	0.00938367426593332	CFLAR/TNFAIP3/MDK/HPN/TGFA/TNF/SULF2/LIPA/GLI1/CEACAM1	10
GO:0010755	regulation of plasminogen activation	9/2449	17/12472	0.00224120833562768	0.0139742861997926	0.0093872312862881	PLAT/HPN/SERPINE2/RUNX1/PLAUR/CLEC3B/SERPINF2/SERPINE1/THBS1	9
GO:0034134	toll-like receptor 2 signaling pathway	9/2449	17/12472	0.00224120833562768	0.0139742861997926	0.0093872312862881	RIPK2/ACOD1/PIK3AP1/TNFAIP3/TLR1/TNIP2/LYN/TLR2/TREM2	9
GO:0043011	myeloid dendritic cell differentiation	9/2449	17/12472	0.00224120833562768	0.0139742861997926	0.0093872312862881	BATF/CSF2/TGFBR2/BATF3/RELB/IRF4/ITGB8/BATF2/DCSTAMP	9
GO:0046128	purine ribonucleoside metabolic process	9/2449	17/12472	0.00224120833562768	0.0139742861997926	0.0093872312862881	ENPP4/ADK/MTAP/PGM2/ACP3/PNP/ADA/APRT/ADA2	9
GO:0140354	lipid import into cell	9/2449	17/12472	0.00224120833562768	0.0139742861997926	0.0093872312862881	EPRS1/ACSL1/FABP3/ACSL5/SLC27A1/SLC27A2/CD36/LIPA/THBS1	9
GO:0016051	carbohydrate biosynthetic process	46/2449	157/12472	0.0022528808032156	0.0140307320721195	0.00942514881932793	PTPN2/NDST2/DDB1/B4GALT1/EPM2AIP1/DSE/DYRK2/CRTC2/NR3C1/ST3GAL3/GPI/SLC39A14/PPP1R3B/ERFE/NLN/SORD/ST3GAL4/NFKB1/FBP1/CHST15/NHLRC1/G6PC3/HRH1/SESN2/PCK2/AKR1B1/PLEK/CHST13/NNMT/SDHAF3/NR1D1/FUT7/PDK2/FUT10/EXT1/P2RY1/GPT2/IRS1/ATF3/SORBS1/P2RY6/SDS/LEP/HAS1/SMPD3/B3GALNT1	46
GO:0016485	protein processing	51/2449	178/12472	0.00228113062509673	0.0140959309963545	0.00946894621782551	ATP6AP2/CASP4/ADAM19/RIPK2/ECE1/CTSL/C1RL/CASP1/CARD16/DDI2/TBC1D10A/ACE/CASP3/PLAT/GSN/IFT172/RPS6KA2/MMP14/DPP4/NOL3/IL1R2/HPN/SERPINE2/ERO1B/RUNX1/C1R/PLAUR/BACE1/MIPEP/VSIR/FXN/SRGN/KEL/CLEC3B/PERP/ASRGL1/SERPINF2/ADAM8/GLI3/CPD/ASTL/LGMN/SCG5/CUZD1/MYRF/THBD/MME/SERPINE1/THBS1/PCSK4/PCSK6	51
GO:0001974	blood vessel remodeling	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	JAG1/TMBIM1/SEMA3C/ACE/DLL4/NDP/LOC102724560/CBS/CST3/EXT1/ACVRL1/CCR2/LIF/CEACAM1	14
GO:0002792	negative regulation of peptide secretion	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	PIM3/CD74/MIDN/NDUFAF2/KLF7/HADH/FFAR2/IRS1/PDE8B/ACVR1C/UCP2/FFAR4/LEP/CRHBP	14
GO:0030517	negative regulation of axon extension	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	SEMA4B/SEMA3C/SEMA4D/CDK5/WNT5A/NTN1/CDH1/SEMA4C/SEMA3A/RTN4R/SEMA3B/SEMA6B/SEMA6A/DRAXIN	14
GO:0032743	positive regulation of interleukin-2 production	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	CD80/RIPK2/CD4/CD83/CD86/PDE4B/CLEC7A/IRF4/PNP/RUNX1/PDE4D/CCR2/CARD11/IL1A	14
GO:0045589	regulation of regulatory T cell differentiation	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	SOCS1/FOXO3/BCL6/MDK/HLA-DRB1/HLA-DRA/VSIR/LGALS9/LILRB2/LAG3/IFNG/IRF1/CR1/TNFSF4	14
GO:0048246	macrophage chemotaxis	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	SLAMF1/C5/MDK/CCL5/SLAMF8/CCL3/CSF1R/CCL2/EDNRB/STAP1/TRPV4/THBS1/MMP2/CSF1	14
GO:0060251	regulation of glial cell proliferation	14/2449	33/12472	0.00228440405243385	0.0140959309963545	0.00946894621782551	SLC7A5/CDKN2B/LYN/NTN1/PRKCH/TP53/CYSLTR1/TNF/MIR146A/ETV5/ASCL2/HES1/LTA/GFAP	14
GO:0001657	ureteric bud development	18/2449	47/12472	0.00231941917875675	0.0142790909441622	0.00959198397216039	BASP1/VEGFA/SDC4/HS3ST3B1/FMN1/BCL2/GREM1/CAT/CTNNBIP1/GLI3/DCHS1/HES1/HS3ST3A1/SOX8/ARG2/GDF11/LAMA5/LGR4	18
GO:0061180	mammary gland epithelium development	18/2449	47/12472	0.00231941917875675	0.0142790909441622	0.00959198397216039	HIF1A/NR3C1/BRCA2/FOXF1/WNT5A/NTN1/ID2/PML/DDR1/CSF1R/EPHA2/ZNF703/ROBO1/IRF6/IQGAP3/LRP5/AREG/CSF1	18
GO:0098659	inorganic cation import across plasma membrane	25/2449	73/12472	0.00234024984409272	0.0143694919550127	0.00965271088051441	PPP3CC/KCNJ2/SLC8A3/SLC39A14/SLC39A8/SLC39A10/SLC9A7/KCNK5/TRPV6/TRPM2/CACNA1A/KCNJ1/ATP1B2/TRPM4/IFNG/KCNJ5/TRPV5/KCNJ10/CACNA1E/SCN8A/ATP1B1/KCNQ1/SLC12A5/ATP1A4/TRPV4	25
GO:0099587	inorganic ion import across plasma membrane	25/2449	73/12472	0.00234024984409272	0.0143694919550127	0.00965271088051441	PPP3CC/KCNJ2/SLC8A3/SLC39A14/SLC39A8/SLC39A10/SLC9A7/KCNK5/TRPV6/TRPM2/CACNA1A/KCNJ1/ATP1B2/TRPM4/IFNG/KCNJ5/TRPV5/KCNJ10/CACNA1E/SCN8A/ATP1B1/KCNQ1/SLC12A5/ATP1A4/TRPV4	25
GO:0072593	reactive oxygen species metabolic process	50/2449	174/12472	0.00234215206809673	0.0143694919550127	0.00965271088051441	HIF1A/SLC5A3/CFLAR/ACOD1/PRCP/SH3PXD2B/ZC3H12A/GADD45A/TGFBR2/FPR2/DDIT4/NNT/STK17A/CBR1/GCH1/ITGB2/ACP5/TXN/PMAIP1/CLEC7A/DCXR/SESN2/TP53/HK2/HVCN1/TRAP1/TNF/DUOX2/EDN1/BCL2/NQO1/PLA2R1/CAT/LOC102724560/IER3/CBS/ADGRB1/ITGAM/CD36/UCP2/LIPA/MPV17L/MPO/PDGFRB/GPX3/LEP/ARG2/IL19/THBS1/MAOB	50
GO:2001233	regulation of apoptotic signaling pathway	84/2449	321/12472	0.00235996302431109	0.0144544125471888	0.00970975631584676	PTPN2/BCL2L14/HIF1A/PLAGL2/GRINA/RFFL/RELA/MCL1/CTSL/TMBIM1/ITGAV/ICAM1/FIGNL1/CFLAR/CLU/SIAH2/NCK2/CSF2/PTPN1/DNAJA1/MUC1/TNFAIP3/GCLM/IL10/MAZ/CD74/CD44/PPIF/DDIAS/NOL3/SGMS1/CDKN2D/PMAIP1/WNT5A/GCLC/G0S2/ZNF385A/TRIAP1/TP53/PML/TRAF1/CTSK/ITPRIP/ADORA2A/PLAUR/TRAP1/MAPK8IP2/TNF/FXN/BCL2/FAIM2/PCGF2/TIFAB/ACKR3/CTTN/PYCARD/IER3/HGF/TREM2/FAIM/IL7/S100A9/ATF3/IVNS1ABP/TMC8/ITGA6/NKX3-1/SNAI1/DEPTOR/MPV17L/INHBA/VNN1/CX3CR1/SEPTIN4/NGFR/NUPR1/MEIS3/SERPINE1/SLC25A4/NANOS3/IL19/THBS1/IL1A/NR4A2	84
GO:0070252	actin-mediated cell contraction	21/2449	58/12472	0.00236139114615202	0.0144544125471888	0.00970975631584676	SCN1B/KCNJ2/KCNE5/GSN/ACTA2/PDE4B/ADORA1/PDPN/GPD1L/TNNT2/PDE4D/FGF13/EPB41L5/TRPM4/KCNJ5/KCNE1/NEDD4L/KCNQ1/SCN4B/DSP/ANK2	21
GO:0030900	forebrain development	68/2449	251/12472	0.00237011628515412	0.0144912589306912	0.00973450788591297	HIF1A/SSTR2/SLC1A2/TWSG1/RAPGEF2/EZH2/NRP2/CASP3/CDK5/PALS1/CNP/PGAP1/CDK6/OPHN1/WNT5A/SRD5A1/MDK/LRP8/ANXA3/ID2/CDH1/NOTCH3/PHACTR1/PLCB1/ALK/TUBB2B/TUBB2A/PLXNA1/LAMB1/PRDM8/MDGA1/TYRO3/SSTR3/GLI3/FGF13/FUT10/ATP1B2/SEMA3A/EXT1/ITGAM/ATIC/RTN4R/MFSD2A/EPHB2/CSF1R/HES1/DLC1/DPCD/ROBO1/FEZ1/SEMA6B/DIXDC1/INHBA/SYNE2/DRAXIN/LHX2/PLXNA4/KIF14/GATA2/EPHB3/SLC7A11/GLI1/ZEB1/DCLK2/CCDC85C/PCDH9/PITX1/NR4A2	68
GO:0000302	response to reactive oxygen species	49/2449	170/12472	0.00240330004032442	0.0146773945450143	0.00985954454519458	HIF1A/RELA/MAP1LC3A/EZH2/PPP1R15B/MAP3K5/STK26/OSER1/TNFAIP3/PPARGC1B/CASP3/PDGFRA/SESN3/IL18BP/GCH1/PPIF/TXN/SESN2/PLK3/TRAP1/FOSL1/EDN1/FXN/BCL2/NQO1/PCGF2/SPHK1/TRPM2/CAT/PDK2/HGF/APOE/CD36/DDR2/UCP2/MPV17L/COL1A1/MPO/NME8/IL18RAP/AREG/APOD/PTPRK/MET/CDK1/MMP2/SMPD3/MIR34A/IL1A	49
